frame_index,exercise,rep_id,is_form_ok,angles
145,squat,3,True,"{'knee': np.float64(110.29038954483372), 'elbow': np.float64(77.95792176236257)}"
146,squat,3,True,"{'knee': np.float64(117.39734226823191), 'elbow': np.float64(83.700838731919)}"
147,squat,3,True,"{'knee': np.float64(122.31985691050056), 'elbow': np.float64(80.11023921518739)}"
148,squat,3,True,"{'knee': np.float64(128.90663044038575), 'elbow': np.float64(83.62237906469728)}"
149,squat,3,True,"{'knee': np.float64(133.43243376006373), 'elbow': np.float64(85.44335483160255)}"
150,squat,3,True,"{'knee': np.float64(139.96931671381623), 'elbow': np.float64(88.51607195422105)}"
151,squat,3,True,"{'knee': np.float64(147.05147474223295), 'elbow': np.float64(88.45184230102204)}"
152,squat,3,True,"{'knee': np.float64(154.90282794505447), 'elbow': np.float64(99.1389135815702)}"
153,pushup,0,True,"{'knee': np.float64(160.73278502210235), 'elbow': np.float64(98.5700646608316)}"
154,pushup,0,True,"{'knee': np.float64(167.4262157854923), 'elbow': np.float64(106.97307090748481)}"
155,pushup,0,True,"{'knee': np.float64(172.48632431483068), 'elbow': np.float64(107.5217034353151)}"
156,pushup,0,True,"{'knee': np.float64(174.91969720365202), 'elbow': np.float64(110.75964487172625)}"
157,pushup,0,True,"{'knee': np.float64(177.6150387277029), 'elbow': np.float64(109.9312316235973)}"
158,pushup,0,True,"{'knee': np.float64(179.50087470296546), 'elbow': np.float64(111.49174850461202)}"
159,pushup,0,True,"{'knee': np.float64(179.85855031073208), 'elbow': np.float64(110.89274013533583)}"
160,pushup,0,True,"{'knee': np.float64(179.5339811052758), 'elbow': np.float64(112.75559223727052)}"
161,pushup,0,True,"{'knee': np.float64(179.27505918660765), 'elbow': np.float64(111.1216071263851)}"
162,pushup,0,True,"{'knee': np.float64(177.89492578175512), 'elbow': np.float64(109.34658990654543)}"
163,pushup,0,True,"{'knee': np.float64(176.88233580683786), 'elbow': np.float64(105.95460674989766)}"
164,pushup,0,True,"{'knee': np.float64(174.68241282317865), 'elbow': np.float64(109.93426549239302)}"
165,pushup,0,True,"{'knee': np.float64(167.86276452829327), 'elbow': np.float64(105.17565165344082)}"
166,pushup,0,True,"{'knee': np.float64(161.38591997331446), 'elbow': np.float64(99.01710836093586)}"
167,squat,3,True,"{'knee': np.float64(152.37410960749463), 'elbow': np.float64(90.12882114814644)}"
168,squat,3,True,"{'knee': np.float64(145.18254006930275), 'elbow': np.float64(81.09000659462858)}"
169,squat,3,True,"{'knee': np.float64(138.4298121147982), 'elbow': np.float64(81.10196155801518)}"
170,squat,3,True,"{'knee': np.float64(129.7701982711377), 'elbow': np.float64(78.17166924471765)}"
171,squat,3,True,"{'knee': np.float64(125.00090493474951), 'elbow': np.float64(70.05777556136695)}"
172,squat,3,True,"{'knee': np.float64(118.51191809073683), 'elbow': np.float64(72.80022692977289)}"
173,squat,3,True,"{'knee': np.float64(110.06294329870408), 'elbow': np.float64(70.3927074256364)}"
174,squat,3,True,"{'knee': np.float64(103.14187302154613), 'elbow': np.float64(67.03526851222509)}"
175,squat,3,True,"{'knee': np.float64(98.46162368964866), 'elbow': np.float64(64.03042431535555)}"
176,squat,3,True,"{'knee': np.float64(90.86466631387731), 'elbow': np.float64(61.52516199565963)}"
177,squat,4,False,"{'knee': np.float64(86.04244129335228), 'elbow': np.float64(55.68119744315692)}"
178,squat,4,True,"{'knee': np.float64(80.88499864918396), 'elbow': np.float64(52.594643368591434)}"
179,squat,4,True,"{'knee': np.float64(74.58462227276038), 'elbow': np.float64(51.15439887670088)}"
180,squat,4,True,"{'knee': np.float64(70.39994322658657), 'elbow': np.float64(50.06284688300456)}"
181,squat,4,True,"{'knee': np.float64(64.25207958133848), 'elbow': np.float64(47.55994727580004)}"
182,squat,4,True,"{'knee': np.float64(59.11610784531155), 'elbow': np.float64(49.347040511291446)}"
183,squat,4,True,"{'knee': np.float64(56.147303786246425), 'elbow': np.float64(49.09837749350749)}"
184,squat,4,True,"{'knee': np.float64(54.088898859253504), 'elbow': np.float64(49.85658908874249)}"
185,squat,4,True,"{'knee': np.float64(52.00881971195304), 'elbow': np.float64(57.18949263306966)}"
186,squat,4,True,"{'knee': np.float64(50.09060241456859), 'elbow': np.float64(58.073667884815606)}"
187,squat,4,True,"{'knee': np.float64(48.60233036162026), 'elbow': np.float64(59.67225625806998)}"
188,squat,4,True,"{'knee': np.float64(48.76821215518015), 'elbow': np.float64(61.64713655297666)}"
189,squat,4,True,"{'knee': np.float64(49.524641847010116), 'elbow': np.float64(48.643128212206044)}"
190,squat,4,True,"{'knee': np.float64(50.907980694802404), 'elbow': np.float64(55.240509954170854)}"
191,squat,4,True,"{'knee': np.float64(52.68844776990284), 'elbow': np.float64(51.833380209072466)}"
192,squat,4,True,"{'knee': np.float64(53.435635318608206), 'elbow': np.float64(51.51415928664669)}"
193,squat,4,True,"{'knee': np.float64(58.60863132113104), 'elbow': np.float64(56.39007695366322)}"
194,squat,4,True,"{'knee': np.float64(63.878391315230374), 'elbow': np.float64(60.948786320994294)}"
195,squat,4,True,"{'knee': np.float64(68.54180318111537), 'elbow': np.float64(62.07361333273483)}"
196,squat,4,True,"{'knee': np.float64(74.32842196914629), 'elbow': np.float64(64.86583289823201)}"
197,squat,4,True,"{'knee': np.float64(79.37352136082927), 'elbow': np.float64(71.687553376608)}"
198,squat,4,True,"{'knee': np.float64(86.73716070210236), 'elbow': np.float64(76.22360255676492)}"
199,squat,4,True,"{'knee': np.float64(91.90725939021002), 'elbow': np.float64(77.84732587097736)}"
200,squat,4,True,"{'knee': np.float64(97.43719804464979), 'elbow': np.float64(76.52662010652665)}"
201,squat,4,True,"{'knee': np.float64(103.95018145383153), 'elbow': np.float64(82.73395079405603)}"
202,squat,4,True,"{'knee': np.float64(111.17790349824608), 'elbow': np.float64(85.14341365056521)}"
203,squat,4,True,"{'knee': np.float64(118.11427235462878), 'elbow': np.float64(76.71893577827912)}"
204,squat,4,True,"{'knee': np.float64(123.37231976760685), 'elbow': np.float64(72.30099015929386)}"
205,squat,4,True,"{'knee': np.float64(129.93089393011755), 'elbow': np.float64(74.00776335075257)}"
206,squat,4,True,"{'knee': np.float64(135.84780384700397), 'elbow': np.float64(79.35798045414884)}"
207,squat,4,True,"{'knee': np.float64(142.31574747783964), 'elbow': np.float64(83.2544203525172)}"
208,squat,4,True,"{'knee': np.float64(151.30828898763139), 'elbow': np.float64(87.81611055707617)}"
