frame_index,exercise,rep_id,is_form_ok,angles
129,none,0,True,"{'knee': np.float64(179.2388729455746), 'elbow': np.float64(166.76253146572876)}"
130,pushup,1,True,"{'knee': np.float64(169.05755934045771), 'elbow': np.float64(156.13890048937284)}"
131,pushup,1,True,"{'knee': np.float64(165.1598494464632), 'elbow': np.float64(150.40106653484347)}"
132,pushup,1,True,"{'knee': np.float64(162.950562877919), 'elbow': np.float64(121.05806343099349)}"
133,pushup,1,True,"{'knee': np.float64(162.90158280584123), 'elbow': np.float64(107.90009938638045)}"
134,pushup,1,True,"{'knee': np.float64(163.80590153959565), 'elbow': np.float64(116.3282931051709)}"
135,pushup,1,True,"{'knee': np.float64(160.6701091993513), 'elbow': np.float64(124.88463867593283)}"
136,pushup,1,True,"{'knee': np.float64(171.00392735862786), 'elbow': np.float64(138.27898625885442)}"
137,pushup,1,True,"{'knee': np.float64(164.95434479099265), 'elbow': np.float64(153.18263791482354)}"
138,none,0,True,"{'knee': np.float64(163.88884826170028), 'elbow': np.float64(170.60722602309954)}"
139,squat,0,True,"{'knee': np.float64(159.72716964873834), 'elbow': np.float64(152.238284457916)}"
140,squat,0,True,"{'knee': np.float64(153.8113217228957), 'elbow': np.float64(92.67748036634346)}"
141,squat,0,True,"{'knee': np.float64(152.31204632803696), 'elbow': np.float64(10.290542192565132)}"
142,squat,0,True,"{'knee': np.float64(148.36317608542223), 'elbow': np.float64(8.535748818274772)}"
143,squat,0,True,"{'knee': np.float64(145.62665726826074), 'elbow': np.float64(4.266477545348086)}"
144,squat,0,True,"{'knee': np.float64(148.76003829904366), 'elbow': np.float64(2.160456151302156)}"
145,squat,0,True,"{'knee': np.float64(148.4509167888058), 'elbow': np.float64(0.9047081796180322)}"
146,squat,0,True,"{'knee': np.float64(148.2405199151872), 'elbow': np.float64(0.929101792723256)}"
147,squat,0,True,"{'knee': np.float64(159.13515554993248), 'elbow': np.float64(4.58796113109853)}"
148,squat,0,True,"{'knee': np.float64(155.40460034516434), 'elbow': np.float64(10.111639851541328)}"
149,squat,0,True,"{'knee': np.float64(153.9661527501089), 'elbow': np.float64(12.035116009683342)}"
150,squat,0,True,"{'knee': np.float64(154.22027567755944), 'elbow': np.float64(12.728622433701155)}"
151,squat,0,True,"{'knee': np.float64(151.95978204885625), 'elbow': np.float64(14.48502385540862)}"
152,squat,0,True,"{'knee': np.float64(153.0011664442072), 'elbow': np.float64(15.12648935529723)}"
153,squat,0,True,"{'knee': np.float64(151.33841260403872), 'elbow': np.float64(16.08669841922188)}"
154,squat,0,True,"{'knee': np.float64(156.35098024765358), 'elbow': np.float64(13.96927419641634)}"
155,squat,0,True,"{'knee': np.float64(155.75112190942804), 'elbow': np.float64(18.21493331994463)}"
156,squat,0,True,"{'knee': np.float64(154.9232001779201), 'elbow': np.float64(8.430998293234165)}"
157,pushup,2,True,"{'knee': np.float64(162.23034822836826), 'elbow': np.float64(16.458983254876987)}"
158,pushup,2,True,"{'knee': np.float64(165.74707368556753), 'elbow': np.float64(18.344956122376264)}"
159,pushup,2,True,"{'knee': np.float64(166.59775500579556), 'elbow': np.float64(17.898852733643736)}"
160,pushup,2,True,"{'knee': np.float64(168.85327140029452), 'elbow': np.float64(66.79224509431336)}"
161,pushup,2,True,"{'knee': np.float64(169.62857480014637), 'elbow': np.float64(79.75168118114945)}"
162,pushup,2,True,"{'knee': np.float64(170.54232578251447), 'elbow': np.float64(101.39644991815925)}"
163,pushup,2,True,"{'knee': np.float64(167.5687722025462), 'elbow': np.float64(142.21618505193018)}"
164,pushup,2,True,"{'knee': np.float64(167.84964506235787), 'elbow': np.float64(143.55138725832458)}"
165,pushup,2,True,"{'knee': np.float64(168.06974381741736), 'elbow': np.float64(154.41322351543357)}"
166,none,0,True,"{'knee': np.float64(160.21627535628645), 'elbow': np.float64(160.90768599844068)}"
167,squat,0,True,"{'knee': np.float64(158.48567438743407), 'elbow': np.float64(169.5099729631081)}"
168,squat,0,True,"{'knee': np.float64(155.29201031585774), 'elbow': np.float64(178.6376165376967)}"
169,none,0,True,"{'knee': np.float64(164.5016054578605), 'elbow': np.float64(177.00713887808624)}"
170,none,0,True,"{'knee': np.float64(162.98327186474776), 'elbow': np.float64(172.5791490125925)}"
171,none,0,True,"{'knee': np.float64(166.65783330250022), 'elbow': np.float64(176.44397373236245)}"
172,none,0,True,"{'knee': np.float64(165.17920975402973), 'elbow': np.float64(178.3411780837017)}"
173,none,0,True,"{'knee': np.float64(168.59959458930095), 'elbow': np.float64(178.84187815479132)}"
174,none,0,True,"{'knee': np.float64(164.4335711598314), 'elbow': np.float64(177.87129965122486)}"
175,none,0,True,"{'knee': np.float64(165.56064455860826), 'elbow': np.float64(177.45666333162305)}"
176,none,0,True,"{'knee': np.float64(165.20050413420427), 'elbow': np.float64(177.60624345452425)}"
177,none,0,True,"{'knee': np.float64(169.04025585998582), 'elbow': np.float64(178.68362423884898)}"
178,none,0,True,"{'knee': np.float64(168.14434243818073), 'elbow': np.float64(179.7394201612914)}"
179,none,0,True,"{'knee': np.float64(179.29722674489537), 'elbow': np.float64(177.77187409014942)}"
180,none,0,True,"{'knee': np.float64(179.76365955407883), 'elbow': np.float64(177.60941861512677)}"
181,none,0,True,"{'knee': np.float64(173.31944129057263), 'elbow': np.float64(177.138673094463)}"
182,none,0,True,"{'knee': np.float64(172.66913004001754), 'elbow': np.float64(177.22970614058454)}"
183,none,0,True,"{'knee': np.float64(172.98152822537193), 'elbow': np.float64(176.90507880355153)}"
184,none,0,True,"{'knee': np.float64(171.87152619963564), 'elbow': np.float64(176.0953389433704)}"
185,none,0,True,"{'knee': np.float64(172.5608226465529), 'elbow': np.float64(175.77690518126948)}"
186,none,0,True,"{'knee': np.float64(173.39313284093703), 'elbow': np.float64(175.75216101712314)}"
187,none,0,True,"{'knee': np.float64(171.5530983354705), 'elbow': np.float64(175.88255925778694)}"
188,none,0,True,"{'knee': np.float64(172.73703882227412), 'elbow': np.float64(176.0517726027604)}"
189,none,0,True,"{'knee': np.float64(172.42537355581214), 'elbow': np.float64(176.04661101327125)}"
190,none,0,True,"{'knee': np.float64(171.71404063782091), 'elbow': np.float64(175.8998322373277)}"
191,none,0,True,"{'knee': np.float64(170.68291393087378), 'elbow': np.float64(176.0408260077553)}"
192,none,0,True,"{'knee': np.float64(169.2667958994994), 'elbow': np.float64(175.90604470367848)}"
193,none,0,True,"{'knee': np.float64(167.28832745726797), 'elbow': np.float64(176.2118911142777)}"
194,none,0,True,"{'knee': np.float64(163.7590025948664), 'elbow': np.float64(176.22705756696558)}"
195,none,0,True,"{'knee': np.float64(162.25646628420364), 'elbow': np.float64(176.3941566963867)}"
196,none,0,True,"{'knee': np.float64(162.94549609987507), 'elbow': np.float64(176.24807986648023)}"
197,none,0,True,"{'knee': np.float64(163.67210593989162), 'elbow': np.float64(176.25459889927873)}"
198,none,0,True,"{'knee': np.float64(172.86325610201808), 'elbow': np.float64(176.413857773246)}"
199,none,0,True,"{'knee': np.float64(177.12619531482403), 'elbow': np.float64(177.21051270292674)}"
200,none,0,True,"{'knee': np.float64(175.8869669650757), 'elbow': np.float64(177.1952717575479)}"
